LIMIT_BAL,SEX.male,EDUCATION.graduate.school,EDUCATION.high.school,EDUCATION.university,MARRIAGE.married,MARRIAGE.single,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class
390000,0,1,0,0,0,1,33,0,0,0,0,0,0,85538,79875,82853,82747,44143,38488,3500,4502,3518,2003,3001,3000,0
170000,1,0,0,1,0,1,31,-1,-1,-1,-1,0,-1,2908,3408,2908,9283,2908,2908,3408,2908,9283,0,2908,7163,0
50000,0,0,0,1,0,1,25,0,0,0,0,0,0,23529,27889,22800,21930,23183,17613,4820,1500,1000,2000,1000,500,0
280000,0,0,0,1,1,0,44,-1,-1,-1,-1,-1,-1,9713,264,252,2632,5410,5834,264,252,2656,5410,5834,0,0
1e+05,0,1,0,0,0,1,25,1,-1,-1,-1,-1,-1,0,460,0,85,60,520,460,0,85,60,520,0,0
140000,1,0,1,0,0,1,35,0,0,2,0,0,0,47422,52831,51345,49734,50476,50751,6800,8,1718,4000,2001,1879,0
150000,0,1,0,0,0,1,30,0,-1,0,0,-2,-2,7674,432,2232,0,0,0,432,2000,0,0,0,5757,0
3e+05,1,0,1,0,1,0,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,4409,2503,2855,3357,1965,4419,2509,1139,0
50000,1,0,0,1,0,1,24,-1,-1,-2,-2,-2,-2,402,-2760,-3650,-3650,-3650,-3650,0,0,0,0,0,0,0
3e+05,1,0,0,1,0,1,38,1,-1,3,2,-1,-1,0,780,780,390,390,390,1560,0,0,390,390,540,1
120000,0,0,1,0,1,0,63,0,0,0,0,0,0,49394,51261,51333,51174,44680,43760,3000,2000,2000,2000,2000,2000,0
10000,1,0,0,1,0,1,23,-1,-1,0,-1,-1,-1,1504,6007,6470,390,0,780,6007,1000,390,0,780,0,0
110000,0,0,0,1,0,1,36,0,0,0,0,0,0,116486,105604,96945,74171,70012,62256,4353,3294,5000,8300,5000,5000,0
40000,1,0,0,1,0,1,26,3,3,2,2,2,2,5754,6407,6156,7146,7384,7117,900,0,1100,500,0,708,1
210000,0,1,0,0,0,1,28,-1,-1,-1,-1,-1,-1,5850,4388,3638,7489,2684,9448,4388,3638,7489,2684,9448,5841,0
70000,1,0,0,1,0,1,31,0,0,0,0,2,0,46079,47232,48618,51134,50222,48874,2200,2500,3600,0,1754,1892,1
3e+05,0,1,0,0,1,0,51,0,0,0,0,-2,-2,143121,147527,148925,0,0,0,8269,6825,0,0,0,0,0
1e+05,0,0,0,1,0,1,26,1,2,0,0,0,0,48006,46561,46764,48298,49137,49576,0,2200,3000,2000,1800,2000,1
360000,0,1,0,0,0,1,27,-1,-1,0,0,0,2,1994,5305,4960,5228,6552,3827,5317,1007,2006,2562,13,2989,0
260000,0,1,0,0,0,1,30,2,-1,-1,-1,-1,-1,1196,1563,1443,1443,1443,1443,2000,1500,1443,1443,1443,3943,0
3e+05,1,1,0,0,0,1,55,-2,-2,-2,-2,-2,-2,390,601,4247,5484,5125,1752,601,4285,5500,5151,1757,12918,1
360000,0,0,0,1,1,0,45,0,0,-2,-2,-1,-1,12040,0,0,0,150,1728,0,0,0,150,1728,0,0
150000,0,0,1,0,1,0,26,0,0,0,0,0,-2,92802,91166,99655,1e+05,0,0,7500,10000,2000,0,0,0,0
20000,0,1,0,0,0,1,22,2,0,0,0,0,2,13718,15033,15751,17068,17891,17463,1550,1268,1585,1408,0,1700,1
180000,0,1,0,0,0,1,28,0,0,0,0,0,0,6396,12595,18704,24410,29184,7325,7000,7000,7000,7000,5000,326,0
150000,1,1,0,0,0,1,29,-2,-2,-2,-2,-2,-2,4583,6917,831,6469,5138,7810,6989,833,6488,5153,7833,7130,0
50000,1,0,0,1,0,1,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0
50000,0,0,0,1,0,1,32,0,0,2,0,0,0,40253,40757,33922,30097,29013,28167,5806,6,1000,1000,1200,1100,0
540000,0,0,1,0,0,1,38,1,-2,-2,-2,-2,-2,736,736,736,736,0,-736,736,736,736,0,0,2965,0
2e+05,0,1,0,0,1,0,30,1,-2,-2,-2,-2,-1,0,0,0,0,0,5659,0,0,0,0,5659,0,0
220000,1,1,0,0,1,0,35,-1,-1,-1,-1,0,-1,753,6213,762,5106,700,1364,6220,762,5806,0,1364,500,1
160000,1,0,0,1,0,1,37,1,-2,-2,-2,-1,-1,0,0,0,0,461,603,0,0,0,461,603,829,0
150000,0,0,0,1,0,1,27,2,2,-1,-1,-1,-2,573,0,220,693,0,0,0,220,693,0,0,0,0
50000,0,0,0,1,0,1,48,-1,0,-1,-1,-1,-1,1309,2158,1787,860,896,1087,1000,1787,860,900,1087,3123,0
180000,1,1,0,0,0,1,34,-1,-1,-1,-1,-1,-1,4400,2990,3762,5231,2092,3395,3018,3772,5254,2098,3403,215,0
190000,1,0,0,1,0,1,34,2,0,0,0,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,1
130000,0,0,1,0,0,1,29,0,0,-1,-1,-1,-1,12939,10000,2277,1132,1289,0,1000,2277,1132,1289,0,2080,0
160000,0,1,0,0,0,1,35,-1,-1,-1,-1,-1,-2,3027,1116,2179,5468,80,1314,1116,2183,5468,80,1314,0,0
120000,0,0,1,0,1,0,43,1,2,-1,-1,-1,-2,2057,1722,716,926,0,0,524,716,926,0,0,485,0
50000,1,0,0,1,0,1,22,0,0,0,0,0,0,34033,34622,19993,18852,18020,18537,1342,1500,700,651,1000,1000,1
50000,0,0,0,1,0,1,39,0,0,-2,-2,-2,-2,20650,0,0,0,0,0,0,0,0,0,0,3000,0
70000,0,0,0,1,1,0,38,0,0,0,0,0,0,59195,37953,34689,35700,36252,37008,2195,1881,1892,1444,1490,1344,0
420000,0,0,1,0,0,1,35,0,0,0,0,0,0,63715,62201,56125,49114,47563,45829,3002,2200,1700,1800,1700,1500,0
70000,1,0,0,1,1,0,44,1,2,2,2,2,2,54297,52837,56581,55084,56071,59008,0,5200,0,2500,4000,0,1
360000,0,0,0,1,0,1,27,0,-1,-1,-1,-1,0,13102,5628,1480,2330,2286,4385,5655,1480,2330,2550,3000,3000,0
70000,0,1,0,0,0,1,26,0,0,0,0,0,0,64471,65577,53264,51464,96184,49104,2281,2888,1800,2000,1900,1760,0
90000,0,0,0,1,1,0,29,0,0,0,0,0,0,5618,6645,7635,8020,8403,9504,1125,1115,500,500,1252,154,0
2e+05,0,1,0,0,0,1,36,1,-2,-1,-1,-1,-1,12099,0,1540,0,3045,0,0,1540,0,3045,0,0,0
240000,0,0,0,1,1,0,42,-1,-1,-1,-1,-1,-1,632,0,316,632,0,316,0,316,632,0,316,948,0
20000,0,0,0,1,0,1,22,1,2,2,2,0,0,14645,14113,18550,17867,18072,17899,0,4675,0,701,563,1000,0
60000,1,0,0,1,1,0,32,0,0,0,0,0,0,56228,56861,58152,58615,54338,55915,2147,4740,1926,2597,2638,2478,0
2e+05,0,0,0,1,1,0,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,0,0,1,0,0,1,26,0,0,0,0,0,0,70251,29481,8948,9006,10570,11421,2000,1200,1500,2000,1000,2000,0
140000,0,1,0,0,1,0,37,0,0,2,2,2,2,124375,133384,135691,137675,135371,138455,11000,6000,5700,0,5500,5000,1
60000,0,0,0,1,1,0,27,0,0,0,0,0,0,43757,29772,30710,28914,29823,28916,2000,2000,1500,1500,1500,1100,0
360000,1,1,0,0,1,0,39,-1,-1,-1,-2,-2,-2,1761,2560,0,0,0,0,2816,0,0,0,0,2456,0
360000,1,0,0,1,1,0,34,1,-2,-2,-2,-2,-2,-62,-31,-31,-31,-31,-31,0,0,0,0,0,0,0
230000,1,0,1,0,1,0,45,0,0,0,0,0,0,203135,208225,178559,172772,175057,177113,10000,6528,6000,6500,7000,10000,0
1e+05,0,0,0,1,0,1,24,3,2,2,2,2,2,81601,79689,85389,83121,88304,90746,0,7000,0,6600,4000,3200,1
220000,0,0,1,0,0,1,40,0,0,0,0,0,0,220091,203554,207953,156699,157883,161208,7797,8201,7302,5437,5651,5683,0
90000,1,0,0,1,1,0,42,2,2,2,2,2,0,95773,95489,94681,93965,90545,90529,4000,3500,3500,0,3500,4200,0
110000,1,0,0,1,0,1,28,0,0,2,0,0,2,10817,10988,8033,7262,9612,6747,3000,0,2000,5000,0,1646,1
230000,0,0,0,1,1,0,34,-2,-1,-1,-1,-1,-1,3256,1401,1624,4180,2665,3915,1401,1635,4180,2667,3915,2091,0
5e+05,0,1,0,0,0,1,27,0,0,0,0,0,0,73798,74781,75559,76426,56197,42998,4794,5560,2426,3521,1641,913,0
260000,0,1,0,0,0,1,30,2,0,0,0,0,0,94114,96689,101023,93738,96218,102547,5000,6000,5000,4000,8000,5000,1
50000,1,1,0,0,0,1,29,0,0,0,0,0,0,51234,51227,50936,49823,50990,50998,2300,2100,2000,2000,2100,3000,0
40000,1,0,1,0,0,1,24,2,0,0,0,0,0,39149,39189,40543,38922,39901,40746,1658,2012,1392,1605,1668,1201,1
3e+05,0,0,0,0,1,0,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,0,0,1,0,1,0,37,0,0,0,0,0,0,39804,41106,41843,42839,43690,44232,1964,1701,1697,1548,1620,1774,0
210000,0,1,0,0,0,1,31,-2,-2,-2,-2,-1,-1,1440,0,7422,893,6082,2293,0,7422,893,6082,2293,3299,0
260000,0,0,1,0,0,1,36,0,0,0,0,0,0,146033,108405,108396,110249,112119,114136,4160,4000,3984,4001,4128,4200,0
330000,0,0,0,1,1,0,30,0,0,0,0,0,-1,155285,156122,11733,9620,0,4520,10000,10000,2000,0,4520,2500,0
210000,0,1,0,0,1,0,38,1,-2,-1,-1,-1,-1,0,0,517,-1,932,1066,0,517,0,933,1066,462,0
1e+05,0,0,0,1,1,0,44,0,-1,-1,-1,-1,-1,1603,1440,1440,1440,1440,6059,1440,1440,1440,1440,6059,1440,0
20000,0,0,1,0,0,1,27,0,0,0,0,0,0,20288,20293,20196,19777,20130,19350,1500,1400,2000,3000,1000,1000,0
320000,0,0,1,0,1,0,51,-1,-1,-1,-1,-1,0,8391,2855,1021,953,868,872,2869,1026,957,868,4,954,0
20000,0,0,1,0,1,0,54,0,0,2,0,0,2,6268,8221,6997,8028,9510,8815,3000,0,3000,2000,0,5363,0
230000,0,0,0,1,1,0,42,0,0,0,0,2,0,5838,6369,6790,8171,7396,7757,1300,1200,2000,0,1000,2000,0
350000,1,1,0,0,0,1,35,-1,-1,2,2,2,-1,3260,4248,785,135,0,1006,4273,0,0,1006,1006,0,0
20000,0,1,0,0,0,0,51,-1,-1,-1,-1,-1,-1,3680,0,543,780,2500,0,0,543,780,2500,0,0,0
20000,0,1,0,0,0,1,23,0,0,2,0,0,0,11672,8584,8279,8444,8621,8868,2424,0,284,294,371,500,0
120000,0,1,0,0,0,1,28,0,0,-2,-2,-1,0,2750,-650,-975,-1625,2561,4187,0,0,0,4186,2000,1000,0
150000,0,1,0,0,0,1,25,0,0,0,0,0,0,151160,152127,154652,157819,155982,154158,5526,5877,5804,5763,5669,5596,0
180000,0,1,0,0,1,0,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2e+05,1,1,0,0,0,1,29,-1,-1,-1,-1,-1,-1,3773,3990,9048,4700,800,4082,4029,9048,4700,800,4082,0,0
80000,0,0,1,0,1,0,43,2,2,2,3,3,2,66852,68152,71459,73690,71908,76294,3000,5000,4000,0,5700,0,1
2e+05,1,0,0,1,0,1,27,1,2,2,2,2,2,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,0
30000,1,0,0,1,1,0,45,1,2,2,0,0,2,14286,15304,14766,14763,16662,16247,1542,0,539,2148,0,724,1
180000,1,0,1,0,1,0,39,0,0,0,0,0,0,24068,25071,26103,27113,27495,27914,1706,1738,1748,1130,1011,1016,0
1e+05,0,0,0,1,1,0,33,0,0,0,0,0,0,92189,88832,89762,77986,71031,66983,3252,3215,2792,1881,1945,2184,0
180000,0,1,0,0,1,0,35,-1,-1,-2,-2,-2,-2,1651,0,0,0,0,0,0,0,0,0,0,295,0
20000,0,0,0,1,1,0,28,2,2,2,0,0,0,17023,18432,17848,19103,19229,18856,2000,0,1574,700,688,687,1
160000,1,0,0,1,0,1,27,-2,-2,-2,-2,-2,-2,2161,1672,2579,2313,2287,3442,1681,2717,2324,2298,3462,2637,0
270000,0,0,0,1,1,0,43,0,0,0,0,0,0,135068,102743,100360,97583,91849,94824,5000,7000,4049,1000,5003,0,0
2e+05,1,0,0,1,1,0,37,-1,-1,-1,-1,-1,-1,3506,4713,2519,3960,6797,4414,4727,2526,3971,6827,4427,5603,0
5e+05,0,1,0,0,0,1,39,-1,0,0,0,-2,-2,4417,5642,8689,-131,-131,-131,5467,5026,0,0,0,0,0
180000,0,1,0,0,0,1,34,-1,-1,-2,-2,-2,-2,1599,0,0,0,0,0,0,0,0,0,0,0,0
250000,1,1,0,0,0,1,48,-2,-1,-1,-1,0,-1,5241,2738,2360,6976,3701,2872,2754,2377,7006,11,2981,0,0
130000,1,0,1,0,1,0,54,-1,-1,-1,-2,-1,-1,193,2499,0,0,428,150,2520,0,0,428,150,285,0
90000,0,0,0,1,0,1,24,0,0,0,0,0,2,10648,10951,11288,10852,10519,9235,1500,1529,1113,800,0,2000,0
20000,0,1,0,0,0,1,25,-1,0,0,2,0,0,1828,2835,5270,5040,5304,5777,1200,2500,0,500,558,0,1
180000,1,0,0,1,1,0,37,0,0,0,0,0,0,102937,104598,85805,87462,89162,91609,5000,4100,4010,4000,4000,4000,0
6e+05,0,0,0,1,1,0,46,-2,-2,-2,-2,-2,-2,2585,1649,3474,1952,2182,2305,1652,3480,1957,2186,2310,7511,0
30000,1,0,0,1,0,1,25,0,0,0,0,0,0,7653,8864,10062,11581,12580,13716,1500,1500,2000,1500,1500,1500,1
50000,1,0,1,0,1,0,50,2,0,0,0,0,0,48607,49540,49583,19695,20004,19904,2100,1500,1000,1000,1000,700,0
50000,1,0,0,1,0,1,36,2,2,2,2,2,2,32899,34076,34522,33668,35323,36588,2000,1300,0,2200,2000,1500,1
330000,0,0,0,1,0,1,40,2,2,0,0,0,0,131096,127564,130167,132754,135691,139646,0,4725,4752,5077,6366,8550,0
420000,1,1,0,0,1,0,43,-2,-2,-2,-2,-2,-2,3542,2967,2977,2987,3624,3165,3010,3035,3029,3637,3222,3025,0
80000,1,0,1,0,0,1,34,0,0,0,0,0,0,45876,46565,47967,48804,49624,50031,1752,2154,1991,1811,1742,2000,0
160000,0,0,0,1,0,1,35,0,0,0,0,0,0,124459,130916,132179,135030,135656,135448,10000,5000,4854,10000,6000,4000,0
20000,1,0,0,1,0,1,25,0,0,0,0,0,0,19770,19463,20998,19468,36702,0,1465,4000,0,367,0,0,1
160000,0,0,1,0,1,0,38,-2,-2,-2,-2,-2,-2,5207,207,207,207,207,207,207,207,207,207,207,207,0
50000,1,1,0,0,0,1,24,-1,-1,-1,-1,-1,-1,390,0,672,-108,2830,0,0,672,0,2938,0,0,1
2e+05,0,0,1,0,1,0,26,0,0,0,0,0,0,201642,202486,197888,145078,137272,131447,7671,6210,4500,4200,6200,4200,1
270000,0,0,0,1,1,0,65,-1,-1,-1,-1,-1,-1,157,0,2521,5145,8422,6374,0,2521,5184,8422,6374,0,0
290000,0,1,0,0,1,0,34,-1,-1,-1,0,0,-2,111,0,904,904,0,0,0,904,0,0,0,6397,0
70000,1,0,0,1,0,1,29,0,0,0,0,-1,-1,58305,61710,64114,66775,161,5746,5000,4000,5000,161,5800,1500,0
80000,0,0,0,1,1,0,51,0,0,0,0,0,0,42731,23086,23661,24678,25766,26351,1365,1500,1412,1500,1000,1100,1
30000,0,0,1,0,1,0,30,3,2,2,0,0,0,29508,30634,29827,28661,28608,30647,1900,0,4455,1047,2500,1060,0
50000,1,0,0,1,1,0,38,0,0,0,0,0,0,22619,19055,20161,20553,18933,18855,2000,2000,1000,1000,1000,2000,0
80000,0,0,0,1,1,0,46,0,0,0,0,0,0,74745,76314,77344,49168,48243,47810,2815,2345,1763,1854,1737,1774,0
130000,1,0,0,1,0,1,26,2,2,2,0,0,0,137204,139189,133521,133182,103161,103031,7000,0,5133,5000,5000,5000,1
260000,0,0,0,1,1,0,40,-1,-1,-1,-1,-1,-1,148,359,397,208,790,2788,360,398,208,792,2788,3675,0
90000,0,0,0,1,0,1,28,2,2,0,0,0,2,65521,63869,65212,66627,70652,69397,0,2368,2500,5140,0,2600,1
70000,0,0,1,0,1,0,43,2,0,0,0,0,0,46092,40094,39610,31047,27431,16693,1700,1700,1243,1000,500,1000,0
190000,1,0,0,1,1,0,42,0,0,0,0,0,0,3747,3313,4085,4742,5875,7037,1000,1004,1500,1500,1267,1500,1
50000,0,0,0,1,1,0,47,0,0,0,0,0,0,48991,43412,33995,29759,29766,29665,2000,1500,1050,1100,1100,1200,0
30000,1,0,0,1,1,0,38,2,0,0,0,0,-2,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0,0
150000,1,0,0,1,1,0,40,0,0,0,0,0,-2,142326,145231,150145,150500,0,0,4500,6114,3500,0,0,0,1
50000,0,0,0,1,1,0,42,0,0,0,0,0,0,38516,28604,28089,27864,27173,27457,1754,1500,1500,1000,1100,1208,0
60000,0,0,1,0,1,0,23,2,0,0,0,0,0,60406,57491,59137,59345,29399,29339,2055,2570,1620,1020,1050,1080,0
40000,1,1,0,0,0,1,24,0,0,0,2,0,0,36904,34372,38496,37580,38820,39693,1600,6700,0,2000,1700,1400,0
50000,1,0,0,1,1,0,30,0,0,0,0,0,0,48591,37944,50135,49526,19686,19374,12000,13000,5000,4010,6000,3000,0
40000,0,0,0,1,0,1,33,-1,-1,-1,2,-1,-1,1860,1979,4167,1979,1979,1979,2279,4167,0,1979,1979,1775,0
20000,1,0,0,1,0,1,27,1,2,0,0,2,2,7326,7060,8240,9582,9279,9971,0,1296,1638,0,844,0,1
150000,1,0,0,1,0,1,32,0,0,0,0,0,0,146785,92750,73822,35706,28178,20782,3300,3114,2000,2000,2000,3700,1
160000,0,0,0,1,1,0,45,-2,-2,-2,-2,-2,-2,0,0,0,1468,0,0,0,0,1468,0,0,0,0
2e+05,0,1,0,0,0,1,29,0,0,0,0,0,0,9078,11612,12100,13900,15900,0,3000,1500,2000,2000,0,0,0
50000,1,1,0,0,0,1,24,2,2,0,0,0,0,49946,48808,45469,20228,18900,19066,0,2079,693,1080,700,1004,0
30000,1,0,0,1,1,0,39,0,0,0,0,0,0,28628,29160,21075,17257,15874,9514,2003,2400,1200,317,190,0,0
260000,0,1,0,0,0,1,36,-1,-1,-1,-1,-1,-1,7740,1445,782,790,849,12319,1445,782,790,849,12319,7575,0
290000,1,1,0,0,1,0,38,2,0,0,0,0,0,97531,99413,96194,96089,92505,74760,4429,5000,2928,3097,2033,1051,1
50000,1,0,0,1,1,0,29,0,0,0,0,0,0,39124,40474,41220,42332,43227,44530,2000,1700,1800,1600,2000,2000,0
180000,1,0,0,1,1,0,45,0,0,0,0,0,0,130950,119109,119166,121661,122244,119536,6000,6000,6000,5000,4200,3862,0
20000,0,0,0,1,0,1,24,0,0,0,0,0,0,19096,20087,16752,15017,13754,4699,1335,5000,370,350,176,94,0
30000,1,1,0,0,1,0,34,-1,-1,-1,-2,-2,-2,220,2500,0,0,0,0,2500,0,0,0,0,0,0
2e+05,0,0,0,1,1,0,37,-1,-1,-1,-1,-1,-1,313,0,313,152,148,498,0,313,152,148,498,148,0
10000,1,0,1,0,1,0,36,0,0,0,2,2,2,5104,6133,8432,8150,8945,8657,1274,2573,0,1086,0,353,0
60000,0,0,0,1,1,0,48,0,0,0,0,0,0,50806,50980,51874,51808,16941,17295,2000,2100,1400,600,1000,1000,1
60000,0,0,0,1,1,0,41,0,0,0,0,0,0,34632,35654,36991,37701,38452,39255,1600,1915,1625,1376,1422,1435,1
140000,0,1,0,0,0,1,27,0,0,0,0,0,0,27750,28797,29840,31349,35687,36983,1500,1500,2000,5000,2000,5000,0
140000,0,0,1,0,1,0,34,0,0,0,0,0,0,131138,133452,136194,137490,106322,104583,6300,7000,5421,4000,4000,4200,0
210000,0,0,0,1,0,1,41,-2,-2,-2,-2,-2,-2,0,8333,0,0,0,0,8333,0,0,0,0,0,0
150000,1,1,0,0,0,1,28,-1,-1,-1,-2,-2,-2,252,6514,-31,-31,-31,-31,6546,0,0,0,0,0,0
150000,0,0,0,1,0,1,24,0,0,0,0,0,0,143212,137963,139520,99814,100810,103233,5500,5500,4500,3500,4000,4000,0
150000,0,1,0,0,0,1,29,0,0,0,0,0,0,147331,146999,146277,147946,145846,143531,6740,6850,5664,5660,5480,5310,0
210000,0,0,1,0,1,0,42,1,-1,-1,0,0,-1,0,1200,12466,16870,17741,13049,1200,12466,6004,6000,7282,9731,1
30000,1,1,0,0,0,1,28,1,2,2,0,0,0,10056,9815,7576,5746,3900,1944,2000,0,144,128,39,1944,0
20000,0,1,0,0,0,1,21,0,0,0,0,0,0,17374,18555,19489,19479,19705,8440,1466,1400,390,394,629,0,0
180000,1,0,0,1,1,0,27,0,0,0,0,0,0,181219,183311,183936,181370,179904,172758,7000,8021,6315,6432,6409,6008,0
150000,0,0,0,1,1,0,41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,1
50000,1,0,0,1,0,1,23,0,0,0,0,0,2,22643,23758,24870,18740,17861,17433,1497,1609,1279,1500,0,637,1
20000,1,0,1,0,1,0,26,3,2,3,2,0,0,10135,11926,11448,10970,11636,12442,2100,0,0,1000,1000,0,1
330000,0,1,0,0,0,1,28,1,-1,2,2,2,2,963,11,11,11,11,11,504,0,0,0,0,0,0
110000,0,0,0,1,0,1,24,0,0,-1,-1,-1,-1,6071,0,3308,2527,1076,1164,0,3308,2527,1079,1167,1974,0
10000,1,0,0,1,0,0,28,0,0,0,0,0,0,5757,6805,7662,8034,8256,8957,1300,1128,500,500,1000,500,1
50000,1,1,0,0,0,1,24,0,0,0,0,0,0,50963,49720,50839,93436,46733,50925,1844,1963,2635,1750,5000,2160,0
210000,0,1,0,0,1,0,38,-2,-2,-2,-2,-2,-2,-81,-81,-81,-81,-81,-81,0,0,0,0,0,0,0
50000,0,0,0,1,0,1,25,0,0,0,0,0,0,30857,28481,27634,26691,26329,25923,1800,1400,915,1500,1500,2000,0
60000,1,0,1,0,1,0,50,-2,-2,-2,-1,-1,-2,1400,373,1299,1170,600,510,373,1299,1172,600,510,600,0
140000,1,1,0,0,0,1,28,0,0,0,-1,-1,-1,23702,23917,24460,435,435,435,1457,1000,435,435,435,435,0
4e+05,0,0,0,1,0,1,30,-2,-2,-2,-2,-2,-2,-200,-200,-200,746,3956,2500,0,0,946,3956,2500,0,0
150000,1,1,0,0,0,1,28,-2,-2,-2,-2,-2,-2,5797,434,11021,6253,6257,4152,436,11086,6284,6288,4172,3207,0
1e+05,0,0,0,1,1,0,33,0,0,0,0,0,0,82308,83994,85688,86643,88280,90054,3261,3307,2581,2502,2525,2600,0
50000,1,0,0,1,0,1,36,-1,-1,-1,-1,-1,-1,1261,1261,1665,1261,1261,390,1261,1665,1261,1261,390,390,0
50000,1,1,0,0,0,1,25,0,0,0,2,2,2,41761,44689,47613,48174,48731,49655,4000,4000,2000,2000,2200,1700,0
50000,1,0,0,1,0,1,27,0,0,0,0,0,0,6105,7347,8000,8000,10000,0,1500,1000,0,2000,0,2556,0
50000,1,0,0,1,0,1,26,0,0,0,0,0,0,47974,48527,49381,9999,8793,9138,2500,2000,324,1000,1000,500,0
120000,0,0,0,1,0,0,59,2,2,2,2,2,2,82172,80266,85919,86910,87893,86370,0,7898,3300,3300,0,3149,1
140000,0,0,1,0,1,0,56,0,0,0,0,0,0,141342,137996,139888,126590,111187,111414,5025,5962,4878,4100,4200,4003,0
220000,0,0,0,1,0,1,26,2,2,2,2,0,0,80055,82646,81229,80175,79563,82371,4500,450,2000,300,3310,16,1
50000,1,0,0,1,1,0,43,0,0,0,0,0,0,50562,55032,50688,49739,18888,19290,6500,2112,1400,700,700,800,0
50000,1,0,0,1,0,1,28,0,0,0,0,0,0,23244,24364,25454,26030,26609,27662,1500,1500,1000,1000,1500,1100,0
20000,1,0,0,1,0,1,44,0,0,0,0,0,0,8843,9262,7102,5035,5152,2150,1115,1202,1000,117,246,0,0
50000,0,0,1,0,1,0,25,2,2,0,0,0,0,31097,30322,31142,29391,30099,28041,0,1833,1000,1000,10000,10000,1
180000,1,0,0,1,1,0,37,0,0,0,0,-2,-2,175287,180811,184389,-261,-261,-261,8440,8500,174,0,0,0,0
280000,0,1,0,0,1,0,41,2,-1,-1,-1,-2,-1,280,6852,486,0,0,244,6859,486,0,0,244,0,0
110000,0,0,0,1,1,0,35,-1,-1,-1,0,0,-1,1245,1245,1490,2490,1245,2675,1245,1490,2245,0,2675,0,0
2e+05,0,0,0,1,1,0,40,0,0,0,0,0,0,21464,22065,23382,21522,8815,4280,2000,2000,1128,4280,0,0,0
160000,1,0,0,1,1,0,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,0,1,0,0,1,0,43,-1,3,2,0,0,-1,495,330,495,330,165,340,0,330,0,0,340,0,0
230000,0,0,0,1,1,0,46,0,0,0,-1,-1,-1,8136,3590,2936,476,476,476,1500,1000,476,476,476,1685,0
30000,0,0,0,1,0,1,36,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,0
50000,0,1,0,0,0,1,27,2,3,2,2,2,2,34044,33202,34370,34806,35433,36216,0,2000,1300,1500,1500,1500,1
180000,1,0,0,1,1,0,43,-1,-1,-1,-1,-1,-1,2745,3873,3275,2347,3020,2193,3884,3284,2354,3029,2199,12553,0
150000,0,0,0,1,1,0,52,0,0,2,0,0,0,85404,91457,89151,90071,92565,98291,8400,0,3300,4000,7400,0,0
110000,0,0,0,1,1,0,54,2,2,2,0,0,2,95090,94938,91453,92097,96509,93773,3400,0,3290,7000,0,3500,1
170000,0,1,0,0,1,0,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,0,0,0,1,0,1,24,1,-2,-1,-1,-1,-1,0,0,3230,1085,10000,0,0,3230,1085,10000,0,0,0
180000,0,0,0,1,1,0,34,2,2,2,2,2,2,93155,95008,97088,98093,99578,101828,4300,4500,3500,4000,4000,4000,1
170000,1,1,0,0,0,1,29,1,-2,-2,-2,-1,-1,0,0,0,0,1015,0,0,0,0,1015,0,0,0
10000,1,0,0,1,0,1,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,0,0,1,0,0,1,46,2,2,-1,2,0,0,19830,15915,1736,1170,780,780,0,1736,0,0,0,0,0
20000,0,0,1,0,0,0,41,-2,-2,-2,-2,-2,-2,2795,198,2310,973,406,1317,941,3637,973,406,2228,1923,0
170000,1,1,0,0,0,1,24,0,0,0,0,0,2,169883,171851,158426,96704,101555,97884,6808,4625,3510,9100,0,3500,0
160000,1,1,0,0,1,0,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
10000,1,0,0,1,1,0,35,0,0,0,0,0,0,9159,10004,9722,10044,9856,10285,1160,1139,1241,345,580,180,0
310000,0,0,0,1,0,1,51,-2,-2,-2,-2,-2,-2,107,0,0,235,0,0,0,0,235,0,0,584,0
210000,0,1,0,0,1,0,37,1,-1,-1,-1,-1,-1,0,732,873,148,129,292,732,873,148,129,292,0,1
